task_id,output_filename,bottle_proxy_state,audit_result,action,note,output_size
img2-0082,0082__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_082.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0083,0083__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_083.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0084,0084__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_084.png,upright_dot,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0085,0085__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_085.png,upright_dot,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0086,0086__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_086.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0087,0087__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_087.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0088,0088__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_088.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0089,0089__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_089.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0090,0090__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_090.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0091,0091__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_091.png,upright_dot,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0092,0092__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_092.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0093,0093__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_093.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0094,0094__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_094.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0095,0095__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_095.png,upright_dot,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0096,0096__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_096.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0097,0097__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_097.png,upright_dot,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0098,0098__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_098.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0099,0099__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_099.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0100,0100__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_100.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0101,0101__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_101.png,upright_dot,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0102,0102__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_102.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0103,0103__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_103.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0104,0104__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_104.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0105,0105__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_105.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0106,0106__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_106.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0157,0157__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_157.png,upright_dot,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0158,0158__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_158.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0159,0159__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_159.png,upright_dot,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0160,0160__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_160.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0161,0161__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_161.png,upright_dot,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0162,0162__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_162.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0163,0163__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_163.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0164,0164__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_164.png,upright_dot,BLOCKED,left unchanged,Known upright-scale blocker remains: current output bottle is not centered on original red-cap anchor. Photoshop generative edit failed (transport then FORBIDDEN); built-in Image2 attempts did not place bottle on anchor without unacceptable drift. Did not overwrite with noncompliant or scripted output.,1448x1086
img2-0165,0165__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_165.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0166,0166__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_166.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0167,0167__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_167.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0168,0168__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_168.png,upright_dot,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0169,0169__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_169.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0170,0170__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_170.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0501,0501__false__missing_1__combo_bottle_proxy__manual_battery_instruction__manual_download_service__manual_service_qr__copy_001.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0502,0502__false__missing_1__combo_bottle_proxy__manual_battery_instruction__manual_download_service__manual_service_qr__copy_002.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0503,0503__false__missing_1__combo_bottle_proxy__manual_battery_instruction__manual_download_service__manual_service_qr__copy_003.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0504,0504__false__missing_1__combo_bottle_proxy__manual_battery_instruction__manual_download_service__manual_service_qr__copy_004.png,upright_dot,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0505,0505__false__missing_1__combo_bottle_proxy__manual_battery_instruction__manual_download_service__manual_service_qr__copy_005.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0510,0510__false__missing_1__combo_bottle_proxy__manual_battery_instruction__manual_download_service__manual_service_qr__copy_010.png,upright_dot,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0951,0951__false__missing_2__combo_bottle_proxy__manual_battery_instruction__manual_download_service__copy_001.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0952,0952__false__missing_2__combo_bottle_proxy__manual_battery_instruction__manual_download_service__copy_002.png,upright_dot,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0953,0953__false__missing_2__combo_bottle_proxy__manual_battery_instruction__manual_download_service__copy_003.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
img2-0986,0986__false__missing_3__combo_bottle_proxy__manual_battery_instruction__copy_001.png,lying_bar,PASS,left unchanged,Visual audit: generated bottle material/shape matches Generated Bottle Pose Collection closely enough; no generic/invented bottle rework needed.,1448x1086
