task_id,sample_index,output_filename,bottle_proxy_state,audit_result,action,notes,sha256,size_ok
img2-0013,13,0013__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_013.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,f87363fdcf32ec1a7453c1f8cdcc40ecc9ce195b9b5dd4498fa55a7ff4716c53,1448x1086
img2-0014,14,0014__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_014.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,d0387ffad5d2f532f74b7ec373b88493cf81ba2eb8bc2d04eb8f4c24eddf30e1,1448x1086
img2-0015,15,0015__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_015.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,421f0de6a2b8a560504e9b14871570d70761ad2861a7a3098d1b3b57af71a43b,1448x1086
img2-0016,16,0016__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_016.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,74e59017126ad042a60ac793426c779a1ac014cf473da80c6094db2e58f5f12c,1448x1086
img2-0017,17,0017__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_017.png,upright_dot,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,997919c34e0f5f1bc75d59be4c68a726a05176ad56d0765dbd8c203e392c9e03,1448x1086
img2-0018,18,0018__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_018.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,b5fb7fe70458dcc77117a3f75a50259dfdc4169362764cfd928c54cc8e12c364,1448x1086
img2-0019,19,0019__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_019.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,ccbb80ff4fcb803b4b3ebf12d8cdb4dfb359124f24aad270dd55797d23075483,1448x1086
img2-0020,20,0020__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_020.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,04f2a87a10885efc92bd36ea7730496984aae5dc6606be40afbb0b6daefad01c,1448x1086
img2-0021,21,0021__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_021.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,c29a0b6615071d7407ccb2d384cc2415b3f9e6efb1bf5dba93660246c4346c58,1448x1086
img2-0022,22,0022__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_022.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,bc9434218bdfab38cad18d4c93356a93738be9ec98a92ff74bde8560c7ccefb9,1448x1086
img2-0023,23,0023__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_023.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,0062f85b83edf43b4a328316a8e8b1500bc3ec70d3e04c267c718cef5ae4c725,1448x1086
img2-0024,24,0024__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_024.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,ddf9366d271c3a01ef14db49e03d4f70486e3d02366236d8390ae264ad0a800f,1448x1086
img2-0025,25,0025__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_025.png,upright_dot,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,6ca62118990b2f219a0ec7a9733a35e07ade04bf8395adc4b9ce05e7fa67a419,1448x1086
img2-0026,26,0026__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_026.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,fa5506e9bf442dc2bd1ee3906cc2cf2e541bd19f64593ffe12839abfa33a270e,1448x1086
img2-0027,27,0027__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_027.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,d01570008dc05774c0ea1eeadfe5d5012b4b8e22b958bb0499dcf316aa9e2a8d,1448x1086
img2-0028,28,0028__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_028.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,f498f967df83d1d34bc2b09964e2dba85c4f9a6d4a66cbea01e6dce339145ac4,1448x1086
img2-0029,29,0029__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_029.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,2d090b737cf62c9ca3aa78085d9d85765e1c58d44985035b78a3eb9a7629996b,1448x1086
img2-0030,30,0030__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_030.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,353939fc505db2486978a5f83ba1eaf83ca87b8d11be207854aa66e3a5c35498,1448x1086
img2-0031,31,0031__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_031.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,7bdcc89d55f69bc6c966c8273262766abb80fa1036ddd476d1228285926da1b5,1448x1086
img2-0032,32,0032__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_032.png,upright_dot,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,403d7b49861dfa71dd3bd14ec56846199dc24196be60fb388ccc8e8d83586592,1448x1086
img2-0033,33,0033__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_033.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,4fd3cea06c81c21b8abcaaaa98643b05bc794b32cb93e040113561b872175396,1448x1086
img2-0034,34,0034__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_034.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,47655edbb9dcd4ded05801a484db0efb23d4a502678b24a61f8fee885930325e,1448x1086
img2-0035,35,0035__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_035.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,c4dee4d73433c2377dee8873050e1dcd37cfecbfa62f2963f7c3429086ec4600,1448x1086
img2-0036,36,0036__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_036.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,3e1ef9cfe75f89745c57d616604dbaf2cddafa4c0255347755d2616386a6dc6d,1448x1086
img2-0037,37,0037__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_037.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,40e28604e9e599f6a4eda68698e431274810171eb35f1ae4d5b1c8914f75ef99,1448x1086
img2-0038,38,0038__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_038.png,upright_dot,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,a660a9983648b7c5b5069fa695da71807781ef76f7489a861a802a2ebf6fb23e,1448x1086
img2-0039,39,0039__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_039.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,b1605b43538e7dc5781514265072b03b3749fb3ff9676f6d04cb2817ef2af983,1448x1086
img2-0040,40,0040__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_040.png,upright_dot,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,95eb9c852ace0c7cb2269ebbe3af93057b5f44a19ca0edc2091fe7addecd445d,1448x1086
img2-0041,41,0041__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_041.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,6113f76abf21446e4fba3b3e7b663c143a887151d104b4025d140299626f5916,1448x1086
img2-0042,42,0042__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_042.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,075b72672c425ab9c71b38285aca9aec8f7cfef8a2a8a1312178ed0e0e8e3202,1448x1086
img2-0043,43,0043__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_043.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,8138b9fa7dbb1daa6234223da0d9e11ac4d2ca42f38f4f0e0ac8f19e6bc1870d,1448x1086
img2-0044,44,0044__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_044.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,922685fb9252834c42d5f981abf9337c4ba765e00db0fe3b7bb6380677309091,1448x1086
img2-0045,45,0045__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_045.png,upright_dot,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,1bcda61bf365423b4111f838f0940792bb8dcdf978924e49db683802a48ea7c1,1448x1086
img2-0046,46,0046__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_046.png,upright_dot,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,659cb11b73a0e104c0d111a852a4ef3086e4fc46dab901ac584468d4a133ae7d,1448x1086
img2-0047,47,0047__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_047.png,upright_dot,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,9bb29877ec1ed214463f016a8c3f1a807c437922bf1d7004bb322a00bba70290,1448x1086
img2-0048,48,0048__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_048.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,c7002a5e8d2b27aee7c5e77fd2001ffd40251ddcb282466b999dc8827898c6cd,1448x1086
img2-0049,49,0049__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_049.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,650fc749bd1a95416080da9c9468339cde8b5936d668a2f00edff397a7f8074b,1448x1086
img2-0050,50,0050__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_050.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,4a3f08934accac6158e7f09f1e36db213b0de7770123e452057e9faa894f53cf,1448x1086
img2-0051,51,0051__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_051.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,49f99cee30b9428b88bd134e6a5b05d7623cb5c2d48391b6bb5ba2a1a33087e1,1448x1086
img2-0052,52,0052__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_052.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,f36c7809f08c89fbb9ba3d2c1c9f312a30873beb3611abe2fb47091cd73cb143,1448x1086
img2-0053,53,0053__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_053.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,27232447696a00f5a00f761139e1f5b55bbbe6cd842c629473f4f1aa430b9083,1448x1086
img2-0054,54,0054__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_054.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,d76e8f5285d2575f9079b0717cada931e19946534d46d842ef21563988945bc3,1448x1086
img2-0055,55,0055__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_055.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,08954d4e6fa77e794cf0fe65a84055d69966dc715419eb432629c6914e9d2887,1448x1086
img2-0056,56,0056__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_056.png,upright_dot,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,1f289aae009a6337873b59056ea6a581d37194a5a3f4edbd6ef2a070f5ed34e3,1448x1086
img2-0057,57,0057__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_057.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,0c0627b427f7724452e891be03a9ebe9922cf8b085a6f02c0da18c2ba693e79a,1448x1086
img2-0058,58,0058__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_058.png,upright_dot,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,940ddc618d1d2deb07455857be85043931595eea475ceb21e230ffed869f8a30,1448x1086
img2-0059,59,0059__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_059.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,42b3cf5a67ba0d68b35db2c9a6d81dccbb7df242436085d862e533ee285fa72e,1448x1086
img2-0060,60,0060__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_060.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,023db52506d1bb0e5e7d9245f2bb50b23539c488f590172fb18baef56c2e9a49,1448x1086
img2-0061,61,0061__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_061.png,upright_dot,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,cae38f315d07af8d0335f38c32541be2e8af7af7c6c8d98259258e595a90b7f8,1448x1086
img2-0062,62,0062__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_062.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,b77a617096e7440a19c9b55b66772bdd8e19f3ec35b2ab73345df30f69f946c3,1448x1086
img2-0063,63,0063__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_063.png,upright_dot,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,2abe43b7379e00ace86d4eb35c46cd84d1b0652a124252407417ffb774d4bc99,1448x1086
img2-0064,64,0064__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_064.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,36f09c6be9c7184a1504ac6dd595944a800d51076dfea60a7b5fa473ad827126,1448x1086
img2-0065,65,0065__true__missing_0__combo_bottle_proxy__manual_warranty_service__manual_battery_instruction__manual_download_service__manual_service_qr__copy_065.png,lying_bar,PASS,left unchanged,Visual bottle material/shape matches Generated Bottle Pose Collection; no AI rework needed for shape/material audit.,9d935936e1d04d9e3c5b6ae23ec4d33739d64885ed1746ae69e0b9e1e214876c,1448x1086
img2-0504,504,0504__false__missing_1__combo_bottle_proxy__manual_battery_instruction__manual_download_service__manual_service_qr__copy_004.png,upright_dot,REWORKED,overwrote exact output filename,Repaired upright scale: red cap remains dot diameter/anchor; full glass bottle body is visibly larger and on green conveyor.,d2a87bab5eed7f49a02897a77332c7361abac990b43e254a49ab4cd5bf1dc116,1448x1086
